進出口別,日期,貨品號列,中文貨名,英文貨名,國家,美元(千元),重量(公噸)
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),千里達及托巴哥,18,3.38
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),土耳其,805,95.431
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),中國大陸,38299,2800.706
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),丹麥,665,25.609
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),厄瓜多,94,25.735
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴布亞紐幾內亞,59,3.348
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴西,5941,1488.715
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴拉圭,69,22.638
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴林,16,2.342
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴拿馬,47,2.589
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),日本,44885,2822.152
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),比利時,2436,89.696
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),牙買加,13,0.418
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),以色列,664,56.938
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),加拿大,18451,1320.066
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),卡達,1,0.103
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),史瓦帝尼,59,10.14
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),尼加拉瓜,18,4.112
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),瓜地馬拉,219,60.34
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),白俄羅斯,0,0
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),立陶宛,154,13.337
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),伊拉克,3,0.28
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),伊朗,9,24.729
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),匈牙利,179,1.902
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),印尼,1005,172.086
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),印度,1754,163.633
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),吉布地,172,56.192
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),吐瓦魯,36,4.238
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),多明尼加,8,1.57
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),多哥,0,0.002
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),西班牙,6330,1109.235
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),克羅埃西亞,3,0.102
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),利比亞,1,0.15
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),希臘,558,120.691
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),沙烏地阿拉伯,3039,1336.535
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),其他國家,96,4.167
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),奈及利亞,70,14.973
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),委內瑞拉,58,12.161
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),孟加拉,133,9.101
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),帛琉,75,18.341
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),東加,0,0.152
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),波蘭,3146,335.093
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),法國,18978,5155.854
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),法屬玻里尼西亞,5,0.413
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),肯亞,129,31.875
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),芬蘭,603,111.206
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),阿拉伯聯合大公國,2609,467.633
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),阿根廷,2598,700.43
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),阿曼,240,49.099
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),阿爾及利亞,103,29.722
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),阿爾巴尼亞,0,0.01
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),保加利亞,71,23.584
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),俄羅斯,1347,302.275
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),南非,5624,1500.847
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),南韓,2581,78.498
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),哈薩克,1,0.011
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),柬埔寨,4,0.511
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),玻利維亞,17,5.85
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),科威特,292,31.375
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),約旦,3,0.335
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),美國,171301,27440.702
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),英國,30312,7579.941
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),迦納,6,2.095
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),香港,31656,1683.936
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),剛果,3,0.021
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),哥倫比亞,1188,200.382
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),哥斯大黎加,7,0.176
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),埃及,178,8.543
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),挪威,324,3.063
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),泰國,6537,493.608
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),海地,15,3.331
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),烏克蘭,82,20.166
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),烏拉圭,34,3.663
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),烏茲別克,4,0.113
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),秘魯,951,259.866
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),紐西蘭,1355,243.711
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),紐喀里多尼亞,1,0.024
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),馬來西亞,69562,1678.228
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),馬紹爾群島,8,1.158
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),馬達加斯加,2,0.269
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),馬爾他,12,0.6
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),馬爾地夫,0,0.001
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),密克羅尼西亞,651,23.145
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),捷克,7983,330.88
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),敘利亞,74,34.354
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),荷屬聖馬丁,1,0.01
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),荷蘭,51218,11646.338
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),喬治亞,53,10.689
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),幾內亞,67,22.287
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),斐濟,8,0.715
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),斯里蘭卡,444,140.736
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),斯洛伐克,238,2.25
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),斯洛維尼亞,639,3.085
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),智利,648,150.804
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),菲律賓,21864,2530.684
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),象牙海岸,9,2.752
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),越南,11454,876.214
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),塞內加爾,21,7.528
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),塞席爾,6,0.189
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),奧地利,712,74.939
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),愛沙尼亞,54,0.604
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),愛爾蘭,33,1.92
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),新加坡,6824,527.26
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),瑞士,6428,91.298
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),瑞典,3583,81.228
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),萬那杜,3,0.266
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),義大利,17142,3627.66
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),葡萄牙,517,36.305
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),德國,15535,958.607
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),摩洛哥,92,6.683
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),模里西斯,36,1.484
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),緬甸,25,3.966
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),黎巴嫩,382,163.821
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),墨西哥,1145,218.788
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),澳大利亞,8541,1508.519
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),澳門,260,44.785
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),盧森堡,36,0.351
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),諾魯,1,0.118
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),賽普勒斯,69,23.023
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),薩爾瓦多,69,16.753
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),羅馬尼亞,500,5.995
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),關島,0,0.001
出口總值(含復出口),108年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),蘇利南,17,3.975
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),千里達及托巴哥,3,0.702
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),土耳其,1579,46.214
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),中國大陸,40603,2335.625
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),丹麥,674,21.751
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),厄瓜多,285,75.842
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴布亞紐幾內亞,2,0.25
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴西,3709,877.995
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴拉圭,62,13.191
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴林,11,1.727
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴拿馬,48,5.808
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),巴基斯坦,26,5.42
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),日本,58120,3544.091
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),比利時,2151,80.985
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),以色列,374,11.493
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),加拿大,14496,982.6
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),卡達,45,0.653
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),史瓦帝尼,4,0.005
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),瓜地馬拉,251,49.039
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),立陶宛,15,4.479
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),冰島,2,0.035
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),列支敦斯登,2,0.027
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),匈牙利,225,1.824
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),印尼,1160,150.057
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),印度,2236,268.454
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),吉布地,6,0.88
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),多明尼加,6,1.05
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),西班牙,6067,1220.42
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),克羅埃西亞,591,11.48
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),希臘,640,110.793
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),沙烏地阿拉伯,1996,799.763
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),汶萊,0,0.006
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),亞美尼亞,3,0.43
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),其他國家,332,5.365
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),坦尚尼亞,62,13.704
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),奈及利亞,51,10
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),委內瑞拉,13,2.765
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),孟加拉,51,2.297
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),帛琉,89,18.868
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),拉脫維亞,1,0.005
出口總值(含復出口),109年,8507,蓄電池，包括其隔離板，不論是否長方形均在內（包括正方形）, Electric accumulators including separators therefor whether or not rectangular (including square),波多黎各,207,52.073
