進出口別,日期,貨品號列,中文貨名,英文貨名,國家,美元(千元)
出口總值(含復出口),109年1月,250410,粉狀或細片狀, In powder or in flakes,印尼,2
出口總值(含復出口),109年1月,250410,粉狀或細片狀, In powder or in flakes,越南,2
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),中國大陸,527
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),印尼,601
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),西班牙,22
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),孟加拉,61
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),南韓,15
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),香港,26
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),泰國,898
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),馬來西亞,6
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),菲律賓,359
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),越南,762
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),新加坡,8
出口總值(含復出口),109年1月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),緬甸,222
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,中國大陸,106
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,日本,94
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,印尼,17
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,印度,1
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,孟加拉,10
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,南韓,155
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,馬來西亞,52
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,越南,34
出口總值(含復出口),109年1月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,澳大利亞,3
出口總值(含復出口),109年1月,282200,氧化鈷及氫氧化鈷；工業用氧化鈷, Cobalt oxides and hydroxides; commercial cobalt oxides,日本,447
出口總值(含復出口),109年1月,282200,氧化鈷及氫氧化鈷；工業用氧化鈷, Cobalt oxides and hydroxides; commercial cobalt oxides,孟加拉,3
出口總值(含復出口),109年1月,282200,氧化鈷及氫氧化鈷；工業用氧化鈷, Cobalt oxides and hydroxides; commercial cobalt oxides,美國,618
出口總值(含復出口),109年1月,282200,氧化鈷及氫氧化鈷；工業用氧化鈷, Cobalt oxides and hydroxides; commercial cobalt oxides,泰國,203
出口總值(含復出口),109年1月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,中國大陸,432
出口總值(含復出口),109年1月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,日本,83
出口總值(含復出口),109年1月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,馬來西亞,330
出口總值(含復出口),109年1月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,菲律賓,24
出口總值(含復出口),109年1月,283329,其他, Other,中國大陸,4
出口總值(含復出口),109年1月,283329,其他, Other,日本,145
出口總值(含復出口),109年1月,283329,其他, Other,印尼,3
出口總值(含復出口),109年1月,283329,其他, Other,印度,0
出口總值(含復出口),109年1月,283329,其他, Other,泰國,3
出口總值(含復出口),109年1月,283329,其他, Other,馬來西亞,5
出口總值(含復出口),109年1月,283329,其他, Other,荷蘭,19
出口總值(含復出口),109年1月,283329,其他, Other,越南,49
出口總值(含復出口),109年1月,380110,人造石墨, Artificial graphite,中國大陸,847
出口總值(含復出口),109年1月,380110,人造石墨, Artificial graphite,日本,8
出口總值(含復出口),109年1月,380110,人造石墨, Artificial graphite,香港,1
出口總值(含復出口),109年1月,382499,其他, Other,千里達及托巴哥,5
出口總值(含復出口),109年1月,382499,其他, Other,土耳其,33
出口總值(含復出口),109年1月,382499,其他, Other,中國大陸,16085
出口總值(含復出口),109年1月,382499,其他, Other,巴西,14
出口總值(含復出口),109年1月,382499,其他, Other,巴基斯坦,33
出口總值(含復出口),109年1月,382499,其他, Other,日本,8332
出口總值(含復出口),109年1月,382499,其他, Other,比利時,60
出口總值(含復出口),109年1月,382499,其他, Other,以色列,216
出口總值(含復出口),109年1月,382499,其他, Other,加拿大,3
出口總值(含復出口),109年1月,382499,其他, Other,瓜地馬拉,32
出口總值(含復出口),109年1月,382499,其他, Other,匈牙利,23
出口總值(含復出口),109年1月,382499,其他, Other,印尼,1857
出口總值(含復出口),109年1月,382499,其他, Other,印度,2082
出口總值(含復出口),109年1月,382499,其他, Other,吉布地,1
出口總值(含復出口),109年1月,382499,其他, Other,西班牙,197
出口總值(含復出口),109年1月,382499,其他, Other,沙烏地阿拉伯,3
出口總值(含復出口),109年1月,382499,其他, Other,其他國家,70
出口總值(含復出口),109年1月,382499,其他, Other,孟加拉,152
出口總值(含復出口),109年1月,382499,其他, Other,帛琉,1
出口總值(含復出口),109年1月,382499,其他, Other,拉脫維亞,74
出口總值(含復出口),109年1月,382499,其他, Other,波蘭,35
出口總值(含復出口),109年1月,382499,其他, Other,法國,46
出口總值(含復出口),109年1月,382499,其他, Other,肯亞,0
出口總值(含復出口),109年1月,382499,其他, Other,阿拉伯聯合大公國,12
出口總值(含復出口),109年1月,382499,其他, Other,南非,99
出口總值(含復出口),109年1月,382499,其他, Other,南韓,4395
出口總值(含復出口),109年1月,382499,其他, Other,柬埔寨,278
出口總值(含復出口),109年1月,382499,其他, Other,科威特,3
出口總值(含復出口),109年1月,382499,其他, Other,美國,1509
出口總值(含復出口),109年1月,382499,其他, Other,美屬薩摩亞,0
出口總值(含復出口),109年1月,382499,其他, Other,英國,39
出口總值(含復出口),109年1月,382499,其他, Other,香港,1509
出口總值(含復出口),109年1月,382499,其他, Other,哥倫比亞,23
出口總值(含復出口),109年1月,382499,其他, Other,哥斯大黎加,2
出口總值(含復出口),109年1月,382499,其他, Other,埃及,13
出口總值(含復出口),109年1月,382499,其他, Other,泰國,1965
出口總值(含復出口),109年1月,382499,其他, Other,烏克蘭,26
出口總值(含復出口),109年1月,382499,其他, Other,紐西蘭,82
出口總值(含復出口),109年1月,382499,其他, Other,馬來西亞,1634
出口總值(含復出口),109年1月,382499,其他, Other,捷克,13
出口總值(含復出口),109年1月,382499,其他, Other,荷蘭,101
出口總值(含復出口),109年1月,382499,其他, Other,斯里蘭卡,227
出口總值(含復出口),109年1月,382499,其他, Other,斯洛維尼亞,201
出口總值(含復出口),109年1月,382499,其他, Other,智利,1
出口總值(含復出口),109年1月,382499,其他, Other,菲律賓,802
出口總值(含復出口),109年1月,382499,其他, Other,越南,4942
出口總值(含復出口),109年1月,382499,其他, Other,塞爾維亞,19
出口總值(含復出口),109年1月,382499,其他, Other,新加坡,1219
出口總值(含復出口),109年1月,382499,其他, Other,瑞典,15
出口總值(含復出口),109年1月,382499,其他, Other,義大利,580
出口總值(含復出口),109年1月,382499,其他, Other,德國,81
出口總值(含復出口),109年1月,382499,其他, Other,緬甸,123
出口總值(含復出口),109年1月,382499,其他, Other,墨西哥,246
出口總值(含復出口),109年1月,382499,其他, Other,澳大利亞,135
出口總值(含復出口),109年1月,382499,其他, Other,澳門,27
出口總值(含復出口),109年1月,382499,其他, Other,賴索托,4
出口總值(含復出口),109年1月,382499,其他, Other,賽普勒斯,9
出口總值(含復出口),109年1月,382499,其他, Other,蘇利南,5
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,中國大陸,5693
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,巴基斯坦,51
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,日本,63
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,印尼,280
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,印度,36
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,吉布地,4
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,衣索比亞,23
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,希臘,464
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,貝南,125
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,孟加拉,138
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,阿拉伯聯合大公國,25
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,南韓,157
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,香港,226
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,泰國,428
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,馬來西亞,76
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,菲律賓,196
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,越南,1588
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,義大利,1
出口總值(含復出口),109年1月,390120,比重等於０．９４或大於０．９４之聚乙烯, Polyethylene having a specific gravity of 0.94 or more,墨西哥,578
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,土耳其,63
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,中國大陸,9403
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,厄瓜多,90
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,巴西,55
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,巴基斯坦,183
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,日本,567
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,牙買加,24
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,以色列,55
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,加拿大,51
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,卡達,28
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,印尼,637
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,印度,159
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,衣索比亞,88
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,坦尚尼亞,41
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,孟加拉,1581
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,法國,0
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,肯亞,499
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,阿根廷,119
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,南非,113
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,哈薩克,272
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,柬埔寨,99
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,突尼西亞,26
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,美國,121
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,香港,1380
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,埃及,72
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,泰國,1101
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,秘魯,542
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,紐西蘭,29
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,馬來西亞,56
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,喬治亞,125
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,斯里蘭卡,57
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,菲律賓,1000
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,越南,2251
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,新加坡,421
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,墨西哥,187
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,澳大利亞,18
出口總值(含復出口),109年1月,390210,聚丙烯, Polypropylene,薩爾瓦多,185
出口總值(含復出口),109年1月,750210,鎳，非合金者, Nickel not alloyed,中國大陸,73
出口總值(含復出口),109年1月,750210,鎳，非合金者, Nickel not alloyed,伊朗,2
出口總值(含復出口),109年1月,750210,鎳，非合金者, Nickel not alloyed,印度,3492
出口總值(含復出口),109年1月,750210,鎳，非合金者, Nickel not alloyed,孟加拉,11
出口總值(含復出口),109年1月,750210,鎳，非合金者, Nickel not alloyed,泰國,42
出口總值(含復出口),109年1月,750210,鎳，非合金者, Nickel not alloyed,越南,272
出口總值(含復出口),109年1月,810520,鑌鈷及其他煉鈷之中間產品；未經塑性加工之鈷；粉, Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders,日本,542
出口總值(含復出口),109年1月,810520,鑌鈷及其他煉鈷之中間產品；未經塑性加工之鈷；粉, Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders,南韓,169
出口總值(含復出口),109年1月,810520,鑌鈷及其他煉鈷之中間產品；未經塑性加工之鈷；粉, Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders,泰國,696
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,土耳其,275
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,中國大陸,1741
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,丹麥,4
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,巴西,103
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,日本,3008
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,比利時,120
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,以色列,8
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,加拿大,139
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,匈牙利,7
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,印度,421
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,西班牙,227
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,孟加拉,6
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,帛琉,0
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,波蘭,2
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,法國,89
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,俄羅斯,11
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,南非,4
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,南韓,601
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,美國,6946
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,英國,515
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,香港,1150
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,泰國,403
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,馬來西亞,4547
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,密克羅尼西亞,20
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,捷克,216
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,荷蘭,542
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,斯里蘭卡,21
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,100
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,菲律賓,695
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,越南,366
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,愛沙尼亞,0
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,新加坡,350
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,瑞士,654
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,瑞典,303
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,義大利,261
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,德國,968
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,墨西哥,29
出口總值(含復出口),109年1月,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,23
出口總值(含復出口),109年1月,850790,零件, Parts,中國大陸,169
出口總值(含復出口),109年1月,850790,零件, Parts,厄瓜多,17
出口總值(含復出口),109年1月,850790,零件, Parts,日本,10
出口總值(含復出口),109年1月,850790,零件, Parts,加拿大,0
出口總值(含復出口),109年1月,850790,零件, Parts,印尼,40
出口總值(含復出口),109年1月,850790,零件, Parts,印度,168
出口總值(含復出口),109年1月,850790,零件, Parts,西班牙,24
出口總值(含復出口),109年1月,850790,零件, Parts,科威特,3
出口總值(含復出口),109年1月,850790,零件, Parts,美國,90
出口總值(含復出口),109年1月,850790,零件, Parts,香港,158
出口總值(含復出口),109年1月,850790,零件, Parts,馬來西亞,75
出口總值(含復出口),109年1月,850790,零件, Parts,越南,379
出口總值(含復出口),109年1月,850790,零件, Parts,愛沙尼亞,13
出口總值(含復出口),109年1月,850790,零件, Parts,瑞士,5
出口總值(含復出口),109年1月,850790,零件, Parts,德國,6
出口總值(含復出口),109年1月,850790,零件, Parts,墨西哥,3
出口總值(含復出口),109年1月,850790,零件, Parts,澳大利亞,8
出口總值(含復出口),109年2月,250410,粉狀或細片狀, In powder or in flakes,美國,10
出口總值(含復出口),109年2月,250410,粉狀或細片狀, In powder or in flakes,越南,0
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),中國大陸,265
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),日本,18
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),印尼,1275
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),南韓,16
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),泰國,1231
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),馬來西亞,17
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),菲律賓,152
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),越南,1175
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),新加坡,11
出口總值(含復出口),109年2月,280300,碳（碳?及未列名其他形態碳）, Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),緬甸,169
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,中國大陸,199
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,日本,53
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,印尼,3
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,印度,1
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,希臘,9
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,孟加拉,71
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,南韓,90
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,美國,16
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,香港,6
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,馬來西亞,47
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,菲律賓,7
出口總值(含復出口),109年2月,281820,氧化鋁，人造鋼玉除外, Aluminium oxide other than artificial corundum,越南,45
出口總值(含復出口),109年2月,282200,氧化鈷及氫氧化鈷；工業用氧化鈷, Cobalt oxides and hydroxides; commercial cobalt oxides,日本,220
出口總值(含復出口),109年2月,282200,氧化鈷及氫氧化鈷；工業用氧化鈷, Cobalt oxides and hydroxides; commercial cobalt oxides,泰國,480
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,中國大陸,304
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,巴西,8
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,印尼,11
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,南韓,5
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,馬來西亞,391
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,越南,48
出口總值(含復出口),109年2月,282540,氧化鎳及氫氧化鎳, Nickel oxides and hydroxides,德國,50
出口總值(含復出口),109年2月,283329,其他, Other,中國大陸,19
出口總值(含復出口),109年2月,283329,其他, Other,日本,188
出口總值(含復出口),109年2月,283329,其他, Other,印尼,2
出口總值(含復出口),109年2月,283329,其他, Other,印度,2
出口總值(含復出口),109年2月,283329,其他, Other,美國,122
出口總值(含復出口),109年2月,283329,其他, Other,泰國,17
出口總值(含復出口),109年2月,283329,其他, Other,馬來西亞,4
出口總值(含復出口),109年2月,283329,其他, Other,荷蘭,19
出口總值(含復出口),109年2月,283329,其他, Other,越南,23
出口總值(含復出口),109年2月,283691,碳酸鋰, Lithium carbonates,越南,5
出口總值(含復出口),109年2月,380110,人造石墨, Artificial graphite,中國大陸,3
出口總值(含復出口),109年2月,380110,人造石墨, Artificial graphite,日本,8
出口總值(含復出口),109年2月,380110,人造石墨, Artificial graphite,香港,2
出口總值(含復出口),109年2月,382499,其他, Other,土耳其,70
出口總值(含復出口),109年2月,382499,其他, Other,中國大陸,21421
出口總值(含復出口),109年2月,382499,其他, Other,厄瓜多,15
出口總值(含復出口),109年2月,382499,其他, Other,巴西,3
出口總值(含復出口),109年2月,382499,其他, Other,巴基斯坦,68
出口總值(含復出口),109年2月,382499,其他, Other,日本,9377
出口總值(含復出口),109年2月,382499,其他, Other,比利時,11
出口總值(含復出口),109年2月,382499,其他, Other,以色列,192
出口總值(含復出口),109年2月,382499,其他, Other,史瓦帝尼,0
出口總值(含復出口),109年2月,382499,其他, Other,尼加拉瓜,12
出口總值(含復出口),109年2月,382499,其他, Other,立陶宛,0
出口總值(含復出口),109年2月,382499,其他, Other,列支敦斯登,3
出口總值(含復出口),109年2月,382499,其他, Other,印尼,2318
出口總值(含復出口),109年2月,382499,其他, Other,印度,1828
出口總值(含復出口),109年2月,382499,其他, Other,多明尼加,7
出口總值(含復出口),109年2月,382499,其他, Other,西班牙,79
出口總值(含復出口),109年2月,382499,其他, Other,沙烏地阿拉伯,10
出口總值(含復出口),109年2月,382499,其他, Other,汶萊,33
出口總值(含復出口),109年2月,382499,其他, Other,其他國家,57
出口總值(含復出口),109年2月,382499,其他, Other,孟加拉,61
出口總值(含復出口),109年2月,382499,其他, Other,法國,12
出口總值(含復出口),109年2月,382499,其他, Other,肯亞,5
出口總值(含復出口),109年2月,382499,其他, Other,阿拉伯聯合大公國,3
出口總值(含復出口),109年2月,382499,其他, Other,俄羅斯,68
出口總值(含復出口),109年2月,382499,其他, Other,南非,43
出口總值(含復出口),109年2月,382499,其他, Other,南韓,3727
出口總值(含復出口),109年2月,382499,其他, Other,柬埔寨,179
出口總值(含復出口),109年2月,382499,其他, Other,美國,1744
出口總值(含復出口),109年2月,382499,其他, Other,英國,53
出口總值(含復出口),109年2月,382499,其他, Other,香港,2317
出口總值(含復出口),109年2月,382499,其他, Other,埃及,6
出口總值(含復出口),109年2月,382499,其他, Other,泰國,2752
出口總值(含復出口),109年2月,382499,其他, Other,紐西蘭,36
出口總值(含復出口),109年2月,382499,其他, Other,馬來西亞,1702
出口總值(含復出口),109年2月,382499,其他, Other,捷克,8
出口總值(含復出口),109年2月,382499,其他, Other,荷蘭,461
出口總值(含復出口),109年2月,382499,其他, Other,斯里蘭卡,103
出口總值(含復出口),109年2月,382499,其他, Other,斯洛維尼亞,461
出口總值(含復出口),109年2月,382499,其他, Other,菲律賓,991
出口總值(含復出口),109年2月,382499,其他, Other,越南,6523
出口總值(含復出口),109年2月,382499,其他, Other,新加坡,1247
出口總值(含復出口),109年2月,382499,其他, Other,瑞典,4
出口總值(含復出口),109年2月,382499,其他, Other,義大利,148
出口總值(含復出口),109年2月,382499,其他, Other,德國,90
出口總值(含復出口),109年2月,382499,其他, Other,摩洛哥,9
出口總值(含復出口),109年2月,382499,其他, Other,模里西斯,2
出口總值(含復出口),109年2月,382499,其他, Other,緬甸,180
出口總值(含復出口),109年2月,382499,其他, Other,墨西哥,101
出口總值(含復出口),109年2月,382499,其他, Other,澳大利亞,98
出口總值(含復出口),109年2月,382499,其他, Other,澳門,59
出口總值(含復出口),109年2月,382499,其他, Other,賴索托,19
出口總值(含復出口),109年2月,382499,其他, Other,羅馬尼亞,24
