進出口別,日期,貨品號列,中文貨名,英文貨名,國家,美元(千元),重量(公噸)
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,瑞士,6082,86.324
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,瑞典,3245,57.913
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,義大利,4125,64.322
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,葡萄牙,6,0.028
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,德國,8156,109.148
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,摩洛哥,73,1.575
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,模里西斯,29,0.996
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,緬甸,13,0.616
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,墨西哥,280,3.893
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,1055,12.827
出口總值(含復出口),108年,850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,469,5.117
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,土耳其,1264,11.862
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,中國大陸,28904,783.449
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,丹麥,177,1.926
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,巴西,722,5.693
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,巴基斯坦,1,0.011
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,日本,36398,510.631
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,比利時,1528,14.69
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,以色列,248,1.624
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,加拿大,11565,239.437
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,卡達,0,0.007
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,冰島,2,0.035
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,匈牙利,223,1.807
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,印尼,451,2.796
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,印度,1290,26.439
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,西班牙,1922,25.787
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,克羅埃西亞,580,11.289
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,希臘,113,1.882
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,沙烏地阿拉伯,67,1.106
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,汶萊,0,0.006
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,其他國家,2,0.015
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,孟加拉,9,0.395
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,帛琉,0,0.002
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,波蘭,949,15.99
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,法國,1790,13.49
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,芬蘭,205,3.351
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,阿拉伯聯合大公國,44,1.192
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,保加利亞,42,0.221
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,俄羅斯,85,1.1
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,南非,305,5.19
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,南韓,4175,109.422
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,柬埔寨,6,0.014
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,科威特,4,0.139
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,約旦,9,0.332
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,美國,55290,629.115
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,英國,7886,155.711
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,香港,26508,563.855
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,哥倫比亞,23,1.161
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,哥斯大黎加,4,0.082
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,埃及,3,0.368
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,挪威,187,5.105
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,泰國,5078,122.021
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,海地,2,0.032
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,烏克蘭,2,0.01
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,紐西蘭,200,4.553
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,紐喀里多尼亞,3,0.113
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,馬來西亞,45885,1060.415
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,密克羅尼西亞,20,0.78
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,捷克,3575,24.74
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,荷蘭,9263,147.173
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,斐濟,0,0.001
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,斯里蘭卡,23,0.376
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,斯洛伐克,25,0.101
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,687,3.404
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,智利,8,0.034
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,菲律賓,23380,562.867
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,越南,14097,147.825
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,奧地利,566,6.399
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,愛沙尼亞,0,0.001
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,愛爾蘭,48,0.356
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,新加坡,6555,81.684
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,瑞士,5989,83.942
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,瑞典,2529,46.887
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,義大利,5397,79.699
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,聖露西亞,2,0.032
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,葡萄牙,547,7.811
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,德國,8599,118.326
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,緬甸,17,0.149
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,墨西哥,388,5.058
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,1462,22.74
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,盧森堡,154,1.61
出口總值(含復出口),109年,850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,559,5.841
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,千里達及托巴哥,0,0.004
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,土耳其,3163,57.257
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,中國大陸,43846,805.536
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,丹麥,554,5.631
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,厄瓜多,9,0.157
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,巴西,204,2.157
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,巴拉圭,0,0.003
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,巴拿馬,17,0.151
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,日本,40041,539.134
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,比利時,1800,23.596
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,以色列,459,3.414
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,加拿大,19135,586.025
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,卡達,6,0.043
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,瓜地馬拉,0,0.011
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,立陶宛,9,0.261
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,列支敦斯登,8,0.086
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,匈牙利,4221,85.25
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,印尼,774,10.245
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,印度,5328,114.755
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,西班牙,3034,39.737
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,克羅埃西亞,27,0.453
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,宏都拉斯,3,0.042
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,希臘,59,1.02
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,沙烏地阿拉伯,7,0.125
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,貝南,12,0.032
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,其他國家,10,0.306
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,孟加拉,221,3.213
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,波士尼亞及赫塞哥維納,0,0.005
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,波蘭,1928,29.34
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,法國,4054,41.819
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,芬蘭,83,1.156
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,阿拉伯聯合大公國,358,13.561
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,阿根廷,200,3.166
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,保加利亞,1641,18.8
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,俄羅斯,170,2.402
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,南非,316,5.085
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,南韓,1011,16.441
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,柬埔寨,4406,44.268
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,科威特,4,0.055
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,美國,78300,1024.984
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,英國,9767,160.926
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,香港,34565,621.265
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,哥倫比亞,13,0.087
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,哥斯大黎加,11,0.111
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,挪威,216,2.604
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,泰國,6549,135.704
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,海地,1,0.294
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,秘魯,23,0.322
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,紐西蘭,204,3.754
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,紐喀里多尼亞,1,0.042
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,馬來西亞,46343,1054.259
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,馬紹爾群島,19,0.972
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,馬爾地夫,1,0.01
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,捷克,2722,22.227
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,荷蘭,24844,355.64
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,斯洛伐克,26,0.14
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,2036,48.525
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,智利,43,0.966
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,菲律賓,22108,546.003
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,越南,16362,168.654
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,奧地利,452,8.722
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,愛爾蘭,185,2.896
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,新加坡,4503,60.959
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,瑞士,4074,54.883
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,瑞典,2684,51.496
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,義大利,7987,112.605
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,葡萄牙,2406,34.559
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,德國,15326,189.547
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,黎巴嫩,0,0
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,墨西哥,972,9.029
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,3057,65.007
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,盧森堡,337,3.187
出口總值(含復出口),110年,850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,165,1.363
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,土耳其,1403,9.791
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,中國大陸,45165,767.022
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,丹麥,589,6.644
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,厄瓜多,10,0.178
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,巴西,761,6.718
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,日本,45269,499.634
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,比利時,3835,42.592
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,以色列,837,11.27
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,加拿大,26911,596.078
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,瓜地馬拉,1,0.003
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,立陶宛,24,0.521
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,匈牙利,10954,190.007
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,印尼,948,15.99
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,印度,10367,225.494
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,多明尼加,4,0.04
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,西班牙,8545,134.984
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,克羅埃西亞,520,7.215
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,宏都拉斯,0,0.001
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,希臘,20,0.113
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,沙烏地阿拉伯,3,0.016
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,其他國家,8,0.108
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,波蘭,9785,207.964
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,法國,4101,42.732
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,芬蘭,46,0.314
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,阿拉伯聯合大公國,50,0.307
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,阿根廷,42,0.182
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,保加利亞,4771,55.972
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,俄羅斯,12,0.053
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,南非,1439,22.836
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,南韓,2412,33.156
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,哈薩克,8,0.043
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,柬埔寨,14960,143.851
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,美國,136212,2317.102
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,英國,10848,176.341
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,香港,42655,578.822
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,哥倫比亞,107,2.619
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,哥斯大黎加,10,0.054
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,埃及,9,0.028
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,挪威,149,2.735
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,泰國,6595,53.479
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,烏拉圭,30,0.148
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,秘魯,4,0.057
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,紐西蘭,92,1.49
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,紐喀里多尼亞,1,0.02
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,納米比亞,21,0.009
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,馬來西亞,72562,1180.049
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,捷克,6595,84.001
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,莫三比克,0,0.002
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,荷蘭,63833,1043.301
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,斐濟,18,0.901
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,斯里蘭卡,36,0.472
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,斯洛伐克,54,0.455
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,3143,56.741
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,智利,2,0.017
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,菲律賓,32893,595.324
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,越南,24041,238.938
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,奧地利,785,15.462
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,愛沙尼亞,369,5.108
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,愛爾蘭,210,2.057
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,新加坡,4677,68.116
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,瑞士,8535,111.268
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,瑞典,7096,110.763
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,義大利,15570,202.112
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,葡萄牙,3248,54.745
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,德國,23797,283.551
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,摩納哥,8,0.164
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,黎巴嫩,2,0.023
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,墨西哥,2068,19.04
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,3596,69.104
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,澳門,3,0.041
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,盧森堡,113,1.127
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,231,1.61
出口總值(含復出口),111年,850760,鋰離子蓄電池, Lithium-ion,關島,7,0.104
出口總值(含復出口),112年,850760,鋰離子蓄電池, Lithium-ion,土耳其,768,5.341
出口總值(含復出口),112年,850760,鋰離子蓄電池, Lithium-ion,中國大陸,37378,1066.786
出口總值(含復出口),112年,850760,鋰離子蓄電池, Lithium-ion,丹麥,298,3.564
出口總值(含復出口),112年,850760,鋰離子蓄電池, Lithium-ion,巴西,257,1.773
出口總值(含復出口),112年,850760,鋰離子蓄電池, Lithium-ion,日本,35508,372.081
出口總值(含復出口),112年,850760,鋰離子蓄電池, Lithium-ion,比利時,4153,54.613
